@relation FightDataForLogisticRegression2

@attribute Winner {Red,Blue,Draw}
@attribute B_avg_BODY_landed numeric
@attribute B_avg_HEAD_landed numeric
@attribute B_avg_KD numeric
@attribute B_avg_LEG_landed numeric
@attribute B_avg_PASS numeric
@attribute B_avg_REV numeric
@attribute B_avg_SUB_ATT numeric
@attribute B_avg_TD_landed numeric
@attribute B_losses numeric
@attribute B_total_title_bouts numeric
@attribute B_win_by_Decision_Majority numeric
@attribute B_win_by_Decision_Split numeric
@attribute B_win_by_Decision_Unanimous numeric
@attribute B_win_by_KO/TKO numeric
@attribute B_win_by_Submission numeric
@attribute B_win_by_TKO_Doctor_Stoppage numeric
@attribute B_Reach_cms numeric
@attribute R_avg_BODY_landed numeric
@attribute R_avg_HEAD_landed numeric
@attribute R_avg_KD numeric
@attribute R_avg_LEG_landed numeric
@attribute R_avg_PASS numeric
@attribute R_avg_REV numeric
@attribute R_avg_SUB_ATT numeric
@attribute R_avg_TD_landed numeric
@attribute R_losses numeric
@attribute R_total_title_bouts numeric
@attribute R_win_by_Decision_Majority numeric
@attribute R_win_by_Decision_Split numeric
@attribute R_win_by_Decision_Unanimous numeric
@attribute R_win_by_KO/TKO numeric
@attribute R_win_by_Submission numeric
@attribute R_win_by_TKO_Doctor_Stoppage numeric
@attribute R_Reach_cms numeric
@attribute B_age numeric
@attribute R_age numeric

@data
Red,5.4,24.066667,0.333333,1.133333,1.4,0.2,1.4,0.866667,4,0,0,2,2,2,5,0,182.88,3.888889,20.666667,0.555556,6.444444,1.111111,0,0.555556,2.666667,1,0,1,2,1,4,0,0,175.26,30,29
Red,1.428571,20.571429,0.285714,1.428571,0.857143,0,0.857143,1.857143,3,0,0,0,2,1,1,0,187.96,7.666667,17.333333,0.333333,2.666667,3.333333,0.333333,1,1.666667,0,0,0,0,1,0,2,0,198.12,29,31
Blue,2.1,14.4,0.2,8.9,2,0.1,0.9,2,4,0,0,0,3,1,2,0,177.8,4.909091,14.818182,0,3.727273,4.272727,0.272727,1.090909,3,4,0,0,0,3,0,4,0,190.5,28,31
Blue,5.5,7.5,0.25,4.5,0,0.25,0.5,0,2,0,0,0,0,1,1,0,185.42,8.333333,32.166667,0.333333,2,0.166667,0,0.166667,0.166667,3,1,0,0,1,1,1,0,172.72,29,30
Red,3.153846,15.769231,0.230769,0.692308,0.230769,0.153846,0,0.769231,7,0,0,1,1,4,0,0,182.88,3.666667,14,0.333333,5.416667,0.583333,0.166667,0.166667,0.333333,8,2,0,1,1,2,0,0,180.34,31,32
Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185.42,11.6,29.8,0.4,6.4,0.6,0.4,0,0.6,2,0,1,0,1,1,0,0,205.74,34,39
Blue,8,21.75,0.5,11,0,0,0,0,2,0,0,0,1,1,0,0,172.72,15.076923,28.230769,0.230769,12.769231,0.384615,0.076923,0.076923,0.461538,6,0,0,2,4,1,0,0,177.8,27,28
Red,2,7,0,2,1,0,1,0,0,0,0,0,0,0,1,0,180.34,4.5,14.5,0.5,4.5,2,0,0,0,1,0,0,0,0,1,0,0,172.72,32,33
Red,2.666667,11,0,1.666667,4,0.333333,1,3.333333,1,0,0,0,1,0,1,0,175.26,13.8,21.3,0,8.4,3.5,0.1,0.6,3.3,4,0,0,1,3,1,0,0,187.96,29,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,8.2,12.8,0.2,7.4,0.2,0,0.8,0.2,2,0,0,0,1,1,1,0,162.56,22,30
Blue,4,24.2,0,0,2.8,0,0.8,1,1,0,0,0,3,1,0,0,180.34,17.666667,31.666667,0,5.666667,1,0,1.333333,0.666667,0,0,0,0,2,0,1,0,177.8,28,25
Blue,17,20,0,6.5,0.5,0,0,1,1,0,0,0,1,0,0,0,175.26,10.421053,29.105263,0.526316,4.894737,1.105263,0.157895,0.105263,0.736842,5,5,0,0,4,8,1,1,190.5,40,38
Draw,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,180.34,5.666667,15.333333,0.222222,3.111111,1.111111,0,0.333333,0.555556,4,0,0,0,0,5,0,0,187.96,30,29
Red,3.125,10.25,0.5,2,1.875,0.25,1.5,1.25,4,0,0,0,2,1,1,0,185.42,1.777778,20.666667,0.111111,5.111111,3.222222,0.222222,0.444444,2.666667,3,0,0,1,4,1,0,0,193.04,31,30
Red,7,24.7,0.3,3.6,1.9,0.3,0.5,1,5,1,0,0,2,1,2,0,177.8,5.6,12,0.2,0.6,0,0,0,0,3,0,0,0,0,2,0,0,177.8,32,34
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,0,3,0,1,0,0,1.666667,0,2,0,0,0,0,0,1,0,177.8,28,34
Red,6.5,19,0,14,0,1,2,0.5,1,0,0,0,1,0,0,0,172.72,6.5,25,0.5,7.25,1,0,0,1.75,2,0,0,1,0,1,0,0,172.72,34,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,10.4,21.6,0,4.2,1.8,0.6,2.2,0.2,3,0,0,0,1,0,1,0,185.42,25,24
Blue,25,65,0,6,0,0,0,0,1,0,0,0,0,0,0,0,170.18,2,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,?,22,36
Red,0,1,0,0,7,2,1,2,1,0,0,0,0,0,0,0,190.5,8.333333,42,0,15,1.333333,0,0,3,2,0,0,0,1,0,0,0,185.42,30,31
Red,6.214286,22.5,0.142857,3.214286,2.142857,0.214286,0.928571,1.214286,6,1,0,0,4,2,2,0,198.12,6.466667,16.933333,1.066667,7,0.2,0.066667,0.4,0.2,0,11,0,0,2,10,3,0,195.58,35,37
Red,9,16.333333,0.333333,11,0,0,0,0.333333,2,0,0,0,0,1,0,0,193.04,3.571429,18,0.428571,1.142857,1.714286,0.571429,1,0.857143,3,2,0,0,2,1,1,0,195.58,28,36
Red,32.333333,55.666667,0.333333,0.333333,1.666667,0.333333,1.333333,0.666667,2,0,0,0,0,1,0,0,190.5,1,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,193.04,32,32
Red,3.333333,4,0.333333,0,0.333333,0,0.666667,0,1,0,0,0,0,1,1,0,187.96,7.375,21.375,0.125,5.125,2.5,0.125,0.6875,3.25,3,1,0,1,8,1,3,0,193.04,28,34
Red,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187.96,13.285714,17.428571,0,5.142857,5,0,0.571429,2.142857,2,0,0,0,3,0,2,0,200.66,25,28
Red,15.9,23,0.1,4.9,1.7,0.4,1.3,2.9,3,0,0,2,3,1,1,0,180.34,4,14.142857,0,1.571429,2.642857,0.214286,0.928571,1.857143,4,1,0,0,4,1,5,0,182.88,28,34
Red,10,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170.18,16,13,0,7,0,0,0,0,0,1,0,0,1,0,0,0,177.8,26,28
Red,12,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,177.8,3.25,16.1875,0.125,0.6875,3.1875,0.0625,0.75,3.75,6,0,0,2,4,1,3,0,180.34,34,29
Red,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,?,4.5,15,0.5,1.5,2,0,0.5,0.5,1,1,0,0,0,0,1,0,172.72,23,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,6,25,0,7,0,0,0,0,1,1,0,0,0,0,0,0,182.88,25,30
Blue,10,16.833333,0,13.166667,0.166667,0.166667,0.5,0,2,0,0,1,1,0,1,1,193.04,3.25,20.125,0.75,2,0.125,0,0,0.125,4,0,0,0,1,3,0,0,195.58,25,31
Red,0,0,0,1,3,0,1,3,0,0,0,0,0,0,1,0,182.88,6,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,182.88,34,34
Blue,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,203.2,3.4,12,0.4,6,2,0,0.4,1.4,1,0,0,0,1,2,1,0,200.66,33,30
Red,2.5,3,0,2,4,0,1.5,4.5,2,0,0,0,0,0,0,0,190.5,5.125,18.25,0.875,2.25,0.625,0.375,0.375,2,2,0,0,1,1,3,0,1,180.34,36,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,8.5,30,0.5,5,0,0,0,1,0,1,0,0,1,1,0,0,167.64,27,28
Blue,13,19.666667,0.333333,4.333333,2.333333,0,1,3,2,0,0,0,1,0,0,0,177.8,4.692308,23.615385,0.076923,3.230769,0.384615,0.153846,1,0.769231,7,0,0,0,2,0,3,1,182.88,29,29
Red,8.6,17.8,0,10.4,1.6,0.2,0,3.2,1,0,0,1,2,1,0,0,180.34,7.8,23.8,0.6,7.6,0,0.4,0,0.4,2,1,0,0,2,1,0,0,185.42,33,26
Blue,7.888889,23.777778,0.111111,7.777778,1.222222,0,0.333333,2.666667,3,0,0,1,3,1,1,0,177.8,9.3,23,0.5,10.3,1.1,0,0.3,3.1,3,0,0,1,4,2,0,0,185.42,32,38
Red,1.5,7,0,5,0,0.5,0.5,0,1,0,0,0,0,0,0,0,182.88,0,6,0,1,2,0,1,2,1,0,0,0,0,0,0,0,177.8,31,30
Red,2.6,18.6,0.2,3.6,1.2,0.4,0.4,1,3,0,0,0,1,1,0,0,182.88,2.125,11,0,1.875,3.625,0.25,1.625,2.375,3,0,0,2,3,0,0,0,180.34,33,32
Blue,15.75,15.25,0.25,15.75,0,0,0,0.5,2,0,0,1,1,0,0,0,170.18,3,13,0.5,5.5,0,0,0.5,0,1,0,0,0,0,1,0,0,177.8,29,29
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,6,7,0,2,3,1,1,2,0,0,0,0,1,0,0,0,162.56,29,32
Red,4.333333,24,0.333333,7.666667,3.666667,0,0,2,0,0,0,0,1,2,0,0,203.2,2.909091,8.363636,0.181818,5.272727,0.727273,0.363636,1.636364,0.272727,3,0,1,0,0,3,4,0,213.36,30,24
Red,16.111111,25.666667,0,15.777778,0.777778,0,0.333333,0.555556,3,1,0,1,3,1,1,0,187.96,5.333333,15.444444,0.333333,5.777778,0,0,0.333333,0.333333,4,1,0,2,1,2,0,0,187.96,32,30
Red,9.25,14,0.25,10.75,1.5,0.25,0,1,1,0,0,2,1,0,0,0,172.72,1,21.5,0.5,0.5,2,0,0.5,2,1,0,0,0,0,0,1,0,172.72,33,34
Blue,4.083333,26.416667,0.083333,5.666667,1.666667,0.416667,1.333333,2,4,0,0,0,4,2,2,0,172.72,0.333333,1.333333,0,0,0,0,3,0,0,0,0,0,0,0,3,0,185.42,29,24
Red,4,11,0,1.5,5.5,0.5,1.5,4.5,0,0,0,0,1,0,1,0,175.26,9.857143,34.428571,0.285714,4.571429,1.714286,0.142857,1,2.714286,1,0,0,1,4,1,0,0,190.5,29,25
Red,12.375,22.625,0.125,3.125,0,0,0,0.125,4,0,0,1,2,1,0,0,177.8,0,5.5,1,3,0,0,0,0,1,0,0,0,0,1,0,0,193.04,34,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,200.66,7.857143,18,0.142857,10.428571,0.714286,0,0,2.285714,3,0,0,1,2,1,0,0,193.04,32,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,30,23
Blue,5.75,11.5,0.25,5.75,1,0.25,0,1.5,1,0,0,0,2,1,0,0,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,24,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,1.888889,11.666667,0.222222,1.222222,1.333333,0.222222,0.333333,0.555556,5,1,0,0,0,2,2,0,190.5,24,30
Blue,16.5,21.5,1,21.5,0,0,0,0.5,1,0,0,0,1,0,0,0,180.34,8.333333,22,0,14,0,0,0,2,2,0,0,0,1,0,0,0,185.42,26,26
Red,0.4,8.4,0.4,1,0.666667,0.066667,0.466667,0.4,5,4,0,0,0,7,2,1,187.96,10.090909,23.636364,0.272727,8.727273,1.727273,0,0.636364,2,1,4,0,0,3,3,4,0,213.36,35,25
Blue,18.8,22.8,0.2,14.2,1.4,0.4,0,3.6,2,1,0,0,3,0,0,0,167.64,15.666667,18,0.333333,10.333333,3,0,0.333333,2,0,0,0,0,2,1,0,0,165.1,26,28
Red,5.222222,13.666667,0.666667,7,0.111111,0,0.333333,0,3,0,0,0,2,3,1,0,187.96,7.9375,36.5625,0.25,4,0.75,0.125,0.3125,1.375,4,1,0,1,3,8,0,0,190.5,31,33
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,1.153846,26.461538,0.076923,3.692308,0.769231,0,0,1.692308,4,0,1,0,2,5,0,0,193.04,33,35
Red,4.428571,9.142857,0.142857,5.285714,0.714286,0.285714,1.285714,0.714286,3,0,0,0,0,0,4,0,187.96,4.333333,24.333333,0.666667,6.333333,0.333333,0,0.333333,1,1,0,0,0,0,2,0,0,177.8,22,28
Blue,6.5,11,0,1.5,1.5,0,0,1,2,1,0,0,0,0,0,0,200.66,1.285714,19.428571,0.571429,1.714286,0.857143,0.285714,0.142857,0.857143,3,0,0,0,1,2,1,0,193.04,28,33
Red,3.875,39.75,0.25,1.125,1.375,0,1.5,1.25,2,0,0,2,1,1,1,1,177.8,10.125,17.5,0.125,5.625,4.125,0.625,0.625,1.75,3,0,0,1,2,1,1,0,182.88,30,28
Red,15.5,16.5,0,5,1.5,0.5,0,2,1,0,0,0,1,0,0,0,185.42,9,31.75,0.25,6.25,1,0.25,0.5,0.5,2,0,0,0,2,0,0,0,193.04,24,36
Blue,7.5,38,0,10.5,0,0,0,0.5,0,0,0,1,1,0,0,0,180.34,5.5,35.5,0,0.5,7.5,0.5,2,8,0,0,0,0,1,0,1,0,180.34,27,25
Red,18,19,0,0,2,1,3,1,0,0,0,0,0,0,1,0,200.66,5.5,18.5,0.25,2.25,0.75,0,1.25,0.5,1,0,0,1,0,0,2,0,187.96,28,30
Red,4,12.333333,0.666667,6,0.333333,0.333333,1,0,2,0,0,0,0,1,0,0,175.26,3,23,0,1,0,1,0,1,1,0,0,0,0,0,0,0,165.1,28,27
Red,6,6.428571,0,2.857143,3.571429,0.142857,0,2.714286,3,0,0,0,4,0,0,0,182.88,5.2,14,0.2,6.2,2.2,0,0.8,1.6,2,0,0,0,0,1,2,0,193.04,31,32
Red,11.666667,39.666667,0.083333,7.083333,1.75,0.166667,0.333333,3.333333,3,5,0,0,6,2,1,0,172.72,21.5,33,0.25,7.5,2.25,0,1.25,3.25,0,1,0,0,4,0,0,0,177.8,30,28
Red,3.823529,12.411765,0.647059,2.058824,0.294118,0.117647,0.058824,0.823529,6,0,0,2,2,6,0,1,172.72,11.833333,26.166667,0.333333,19.5,1.333333,0,0.333333,0.666667,1,0,0,0,2,1,2,0,185.42,29,29
Draw,8.25,14.75,0.166667,0.666667,2.5,0.333333,1,2.166667,5,1,0,0,1,2,4,0,195.58,15.25,23,0,10.5,2.75,0,0,1.5,2,1,0,1,1,0,0,0,182.88,31,33
Red,7,26,0,2,0,0,0,0,0,0,0,0,1,0,0,0,?,3.928571,23,0.285714,1.928571,2.857143,0,0.571429,1.428571,4,1,0,1,5,3,0,1,190.5,29,31
Blue,16,47,0.5,1.5,0,0,0,0,1,0,0,0,1,0,0,0,175.26,8,44,1,2,0,0,0,1,0,0,0,0,0,1,0,0,170.18,20,22
Red,1,5,0,1,1,0,0,2,1,0,0,0,0,0,0,0,182.88,4,27.5,0.5,3.5,6.5,0,0.5,4.5,1,1,0,0,1,0,0,0,167.64,26,25
Blue,3,24,1,3,0,1,0,0,1,0,0,0,0,0,0,0,185.42,8.8,29.4,0.2,5,2.2,0.6,0,0.4,3,0,0,0,1,1,0,0,190.5,23,30
Blue,7,8,0,3,1,1,1,0,0,0,0,0,0,0,1,0,172.72,4.666667,14,0,10.666667,0.666667,0,0.333333,0.666667,1,0,0,1,0,0,1,0,180.34,22,29
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,3.666667,5.666667,0,7.333333,0.666667,0,0.333333,0.333333,2,0,0,0,0,0,1,0,187.96,27,25
Red,0,31,1,1,1,0,1,1,1,0,0,0,0,0,0,0,?,11.222222,22.444444,0,5.777778,2,0,1.777778,3,4,0,0,1,3,0,1,0,172.72,36,27
Red,6.857143,10.142857,0.5,11.214286,0.357143,0,0.071429,0.5,6,0,0,0,3,4,1,0,193.04,6.375,24.625,0.625,10.375,1.25,0,0.375,1.375,4,3,0,0,0,4,0,0,193.04,34,30
Red,2.888889,17.333333,0.555556,5.555556,1.888889,0,0.222222,2.222222,2,1,0,0,4,3,0,0,187.96,8.416667,18.416667,0.833333,8,3.166667,0.166667,0.666667,1,3,4,0,0,5,3,1,0,187.96,29,34
Red,1.333333,12.333333,0.333333,1.333333,2,0,0.666667,4,1,0,0,0,0,1,1,0,182.88,0.75,10.083333,0.166667,0.166667,2.916667,0.25,1.666667,1.333333,4,0,0,0,0,2,6,0,180.34,27,28
Red,1.75,11.5,0.25,1.25,1.375,0.25,0.375,0.375,4,1,0,0,0,2,2,0,190.5,5.166667,8.583333,0.333333,6.25,1.083333,0.083333,0.416667,0.583333,3,0,1,0,2,4,2,0,195.58,30,33
Blue,18.75,62,0,1.75,0.25,0,0.25,0.25,3,0,0,0,1,0,0,0,177.8,4.272727,14.909091,0.272727,3.818182,1.727273,0.545455,1.818182,0.363636,4,0,0,0,1,1,5,0,187.96,29,28
Draw,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,15.333333,19.833333,0,6,5.833333,0,0.666667,2.5,1,0,0,0,3,0,2,0,200.66,25,27
Blue,6.5,13,0,8,2,0.5,1,1.5,1,0,0,0,1,0,0,0,170.18,3,5.5,0,5,3,0,1,3,2,0,0,0,0,0,0,0,187.96,27,23
Red,6,15,0,8,0,0,1,0,1,0,0,0,0,0,0,0,190.5,0.5,10,0,0,5,0,0,1.5,1,0,0,0,1,0,0,0,208.28,32,26
Red,3.333333,24,0,2,1.166667,0.833333,1.333333,1.333333,5,0,0,0,1,0,0,0,172.72,2.428571,8.714286,0,3,0.428571,0,0.571429,1.142857,5,1,0,0,0,0,2,0,170.18,36,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,29,28
Blue,12,39,0.333333,11.333333,1,0,0.333333,2,0,0,0,0,2,0,1,0,177.8,9,32.666667,0.333333,3.333333,0.666667,0.333333,0.333333,1.333333,1,1,0,0,1,0,1,0,170.18,25,33
Blue,7.111111,19.555556,0.222222,3.777778,1.111111,0.111111,0.555556,1.666667,3,0,0,0,3,3,0,0,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,31,34
Red,7,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190.5,8.125,15,0.25,10.125,0.75,0.1875,0.1875,1.5,6,0,1,0,2,6,0,1,208.28,27,37
Blue,6.5,18.5,0.5,0.5,1.5,0,0.5,0,1,0,0,0,0,0,1,0,185.42,4.5,19.5,0.25,4.25,0.75,0.25,0.25,2,0,0,0,1,2,1,0,0,185.42,28,31
Draw,14.555556,21.555556,0,9.111111,3.444444,0.111111,0.555556,3.111111,3,0,0,1,3,1,0,0,187.96,14,38,2,16,0,0,0,0,0,0,0,1,0,0,0,0,177.8,26,36
Blue,9.666667,19,0,14,2.333333,0,0.333333,1.666667,1,0,0,0,1,0,1,0,187.96,9,29.25,0,12.25,2.5,0,0.75,2.25,1,1,0,0,1,0,2,0,190.5,33,27
Draw,9,29,0.5,7,0,0,1.5,0,1,0,0,0,1,0,0,0,172.72,12,15,0.5,4,1.5,0.5,2,1.5,0,0,0,0,0,0,2,0,180.34,30,28
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,0.5,15.5,0.166667,3,1.666667,0,0.666667,1.333333,3,0,0,0,0,1,2,0,190.5,30,39
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,2,13,0,8,5,0,1,3,0,0,0,0,0,0,1,0,172.72,27,27
Red,1.666667,16.333333,0.333333,2.333333,1.333333,0.666667,1,0.666667,1,0,0,0,0,0,2,0,175.26,8,21,0,8,4,0,0,0,1,0,0,0,0,0,0,0,172.72,26,33
Blue,19,16,0,3,0,0,0,0,1,0,0,0,0,0,0,0,182.88,2,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,185.42,28,26
Blue,3,22.25,0,3,3,0,0.5,2.75,0,0,0,0,2,0,2,0,198.12,8.777778,18.111111,0.222222,5,0.888889,0.333333,0.333333,1.555556,2,0,0,1,2,4,0,0,182.88,28,34
Red,7.714286,40.714286,0,7,0.571429,0.142857,0,0.428571,4,0,0,0,1,2,0,0,190.5,1,11.5,0.25,1.25,1,0,0.25,1.5,1,0,0,0,0,3,0,0,190.5,30,30
Red,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187.96,9.222222,22.555556,0.555556,10.222222,0.888889,0,0.333333,2.777778,3,0,0,1,3,2,0,0,185.42,28,37
Blue,10.5,25,0.5,4,3.5,0.5,0.5,2.5,0,0,0,0,1,0,1,0,198.12,3.25,9.5,0,1.75,0,0,1,1,2,0,0,0,0,1,1,0,190.5,30,27
Red,6.5,9.5,0.5,5.5,0,0,2,2,1,0,0,0,0,0,1,0,167.64,3,38,0,2.5,4.5,0,2.5,1.5,1,1,0,0,1,0,0,0,170.18,29,26
Red,21.25,36.5,0,18.5,0,0.25,0.25,0.75,2,0,0,0,2,0,0,0,190.5,2.333333,13.888889,0.222222,6.333333,1.777778,0.111111,1,1.555556,4,0,0,0,2,1,2,0,177.8,32,27
Blue,12,26,0,5,2,0.5,2,0.25,3,0,0,0,1,0,0,0,185.42,3,13,0,4,1,0.5,0.5,0.5,2,0,0,0,0,0,0,0,167.64,24,29
Red,7,25,0,2,3,1,0,0,1,0,0,0,0,0,0,0,167.64,14.75,29,0,6.25,2,0.25,0.25,0.75,1,0,0,1,2,0,0,0,160.02,24,31
Blue,4,30,0,2,1,0,0,1,0,0,0,0,1,0,0,0,193.04,4.25,16.5,0,9.25,2.5,0,0.5,3.25,2,0,0,0,2,0,0,0,193.04,26,29
Red,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,31,29
Red,0,15,2,0,2,0,0,1,0,0,0,0,0,1,0,0,160.02,5,17.5,0,8.5,0.5,0,0,1.5,1,0,0,0,1,0,0,0,167.64,28,29
Red,5.3,23.8,0,8.3,2.7,0.1,0.2,3.4,4,1,0,0,5,0,1,0,187.96,6.642857,17.357143,1.071429,7.5,0.214286,0.071429,0.428571,0.214286,0,10,0,0,2,9,3,0,195.58,35,37
Red,3.384615,18.423077,0.076923,3.5,0.961538,0,0.307692,2.115385,11,10,0,2,3,7,2,1,187.96,7.214286,29.642857,0.071429,13.928571,1.071429,0.214286,0.571429,0.714286,5,3,0,1,5,1,2,0,195.58,37,33
Red,2.454545,13.545455,0.363636,4.545455,0.636364,0.181818,0.181818,0.363636,7,2,0,1,1,2,0,0,180.34,12,13,0,7,0,0,0,0,1,0,0,0,0,0,0,0,175.26,32,40
Blue,4.307692,15.153846,0,1.692308,2.769231,0.230769,1,1.923077,4,1,0,0,4,0,5,0,182.88,2,22.375,0.125,5.625,3.625,0.25,0.5,3,2,0,0,1,4,1,0,0,193.04,34,30
Red,1,5.75,0,1.25,0.5,0.75,1.25,0.75,2,0,0,0,0,0,2,0,182.88,2.666667,20,0,12,1,0,0,3,1,1,0,0,2,0,0,0,167.64,24,27
Blue,18,24,0.5,16,1,0,0,0.5,0,0,1,0,0,1,0,0,177.8,6.5,13.5,0.25,5.5,0.25,0,1,0.25,1,0,0,0,1,1,1,0,162.56,28,30
Red,2,9.333333,0,0.666667,1,0,1.666667,2.333333,2,0,0,0,0,0,1,0,185.42,3.5625,11.5,0.6875,2.0625,0.1875,0.125,0.0625,0.8125,6,0,0,2,1,6,0,1,172.72,33,29
Blue,3,32,1,0,7,0,1,3,0,0,0,0,0,0,1,0,177.8,2.6,16.266667,0.133333,0.733333,3.4,0.066667,0.8,3.933333,5,0,0,2,4,1,3,0,180.34,23,28
Red,9.5,53,0,13.5,2,0,0,4.5,1,0,0,0,1,0,0,0,185.42,4.5,29.25,1,1,0.5,0.25,0.5,0.75,1,0,0,1,1,1,0,0,185.42,31,32
Blue,2.5,18.25,0.25,2.5,0.5,0.5,0.5,0.5,3,0,0,0,0,1,0,0,182.88,1,13,0,2,0.5,0,0.75,0.5,4,1,0,0,0,0,0,0,182.88,32,33
Red,12,17,0,7,0,0,0,0,1,0,0,0,0,0,0,0,?,3.6,17.6,0,6,2.6,0.4,0.8,2,4,0,0,0,1,0,0,0,180.34,28,30
Blue,9.777778,25.333333,0.555556,5,1.111111,0.166667,0.111111,0.722222,5,5,0,0,3,8,1,1,190.5,3.5,14,0.6,4.9,0.1,0,0.1,0.2,6,1,0,0,1,3,0,0,187.96,37,35
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,29,27
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,28,24
Red,2.75,14.75,0.25,0,1.25,0.25,0.5,4.25,0,0,0,0,2,1,0,1,185.42,6,23.2,0,7,1,0,0,0.4,2,0,0,0,1,2,0,0,195.58,35,34
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,11,29,0,1,8,0,1,3,0,0,0,0,2,0,0,0,180.34,28,31
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,32,24
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,33,34
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,29,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,23,24
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,30,32
Draw,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,8,25,0,8,0.5,0.5,0,0,1,0,0,0,1,0,0,0,185.42,33,24
Red,4.333333,16.333333,0.2,6.4,2.533333,0.066667,0.866667,3.2,6,0,0,2,2,1,4,0,177.8,5.454545,23.090909,0.545455,0.454545,2.727273,0.272727,0.727273,2.727273,3,2,0,2,5,1,0,0,177.8,30,33
Red,11.875,16.375,0.1875,7.5,1.1875,0.125,0.625,0.5625,7,0,0,0,4,2,2,1,177.8,14.666667,28.25,0.25,12.5,0.333333,0.083333,0.083333,0.166667,6,0,0,2,3,1,0,0,177.8,36,28
Red,1,9,0,1.75,3.75,0.75,2.5,2.5,1,0,0,0,1,0,2,0,190.5,4,16.333333,0.333333,4.333333,1,0.333333,0.333333,2,0,0,0,1,1,1,0,0,185.42,24,31
Blue,5.5,17,0.5,7.5,0.5,0,0.5,1.5,1,0,0,0,0,1,0,0,177.8,11.857143,33.428571,0,9.571429,0.428571,0.142857,0,0.714286,2,1,0,0,4,0,0,1,175.26,28,27
Blue,3.5,5.5,0.5,3.5,1,0,0.5,1.5,0,0,0,0,0,1,1,0,180.34,10.5,30.5,0,4.5,4,0.5,1,2,0,0,0,1,1,0,0,0,177.8,30,28
